date,restaurant_id,customers,avg_order_value,revenue,food_cost,staff_cost,rent,operating_expenses,net_profit
2023-01-07,3,285,814.36,232092.6,98406.03,15428.02,14066.03,26725.7,77466.81
2023-01-07,4,211,659.75,139207.25,53647.84,40873.58,11128.27,14998.49,18559.07
2023-01-07,5,286,647.94,185310.84,81796.47,17508.66,9963.87,28086.63,47955.22
2023-01-07,6,217,489.57,106236.69,38755.6,25636.61,4691.93,14201.36,22951.19
2023-01-07,7,495,829.34,410523.3,174634.06,22654.38,16639.7,81116.79,115478.37
2023-01-07,8,147,641.35,94278.45,32094.9,9978.01,9709.8,16073.6,26422.15
2023-01-07,9,504,742.42,374179.68,163670.28,13992.76,32628.53,58612.14,105275.96
2023-01-07,10,178,598.01,106445.78,33390.59,41195.33,5013.57,14967.14,11879.15
2023-01-07,11,270,685.86,185182.2,64715.73,39996.3,5697.2,23795.98,50977.0
2023-01-07,12,284,787.8,223735.2,85581.96,30009.25,29181.17,28385.99,50576.83
2023-01-07,13,235,712.84,167517.4,60411.17,37311.96,5164.03,32056.67,32573.56
2023-01-07,14,463,711.93,329623.59,119319.5,34139.81,21097.03,43457.32,111609.93
2023-01-07,15,289,630.1,182098.9,75388.69,28956.56,8315.7,28341.86,41096.09
2023-01-07,16,237,585.15,138680.55,56129.22,21118.96,12364.93,25927.85,23139.59
2023-01-07,17,378,627.0,237006.0,76732.29,36864.1,17010.83,36799.52,69599.26
2023-01-07,18,238,718.14,170917.32,74680.53,26869.14,9060.63,19561.54,40745.49
2023-01-07,19,466,699.55,325990.3,132837.95,24727.72,22591.53,40912.2,104920.9
2023-01-07,20,216,715.26,154496.16,51997.17,51631.61,7077.03,20990.56,22799.79
2023-01-08,1,343,702.31,240892.33,104041.14,24173.83,22959.53,31405.95,58311.88
2023-01-08,2,376,676.18,254243.68,111902.12,47633.01,11519.33,45048.5,38140.71
2023-01-08,3,393,643.6,252934.8,98148.99,42634.47,14066.03,35726.1,62359.21
2023-01-08,4,219,609.26,133427.94,46935.76,55355.46,11128.27,21181.99,-1173.53
2023-01-08,5,250,557.23,139307.5,45734.35,21120.8,9963.87,21273.62,41214.85
2023-01-08,6,243,666.13,161869.59,49620.65,39575.27,4691.93,27109.45,40872.28
2023-01-08,7,385,668.1,257218.5,102772.51,28056.45,16639.7,51799.91,57949.94
2023-01-08,8,179,488.88,87509.52,32846.14,21068.64,9709.8,15668.75,8216.19
2023-01-08,9,487,683.29,332762.23,126081.17,20052.42,32628.53,57623.72,96376.39
2023-01-08,10,184,637.15,117235.6,37885.17,47433.85,5013.57,23715.71,3187.3
2023-01-08,11,273,646.25,176426.25,70125.11,45503.16,5697.2,32119.98,22980.8
2023-01-08,12,453,666.4,301879.2,104902.77,38717.68,29181.17,53723.05,75354.53
2023-01-08,13,241,488.62,117757.42,36535.78,41799.7,5164.03,22737.69,11520.21
2023-01-08,14,448,769.09,344552.32,125794.58,29400.56,21097.03,55699.59,112560.56
2023-01-08,15,319,586.48,187087.12,75601.94,59750.66,8315.7,19366.95,24051.87
2023-01-08,16,202,550.41,111182.82,39606.23,22004.23,12364.93,18122.72,19084.72
2023-01-08,17,367,781.91,286960.97,93405.09,19562.17,17010.83,54499.3,102483.57
2023-01-08,18,298,537.8,160264.4,70023.42,17531.45,9060.63,23438.04,40210.86
2023-01-08,19,488,631.49,308167.12,92884.53,32318.92,22591.53,58278.76,102093.38
2023-01-08,20,221,517.91,114458.11,41921.37,41072.37,7077.03,18040.9,6346.44
2023-01-09,1,285,678.81,193460.85,65295.89,23830.57,22959.53,23795.31,57579.55
2023-01-09,2,248,695.3,172434.4,57865.68,50810.17,11519.33,29247.56,22991.65
2023-01-09,3,242,642.66,155523.72,69471.15,32641.41,14066.03,18607.0,20738.12
2023-01-09,4,206,644.59,132785.54,54667.85,27697.43,11128.27,22122.42,17169.57
2023-01-09,5,215,697.0,149855.0,51389.64,22979.1,9963.87,24711.02,40811.37
2023-01-09,6,206,632.79,130354.74,51246.84,37366.23,4691.93,21535.86,15513.88
2023-01-09,7,343,794.73,272592.39,107466.06,29874.88,16639.7,44200.83,74410.91
2023-01-09,8,158,585.8,92556.4,35813.41,23935.92,9709.8,9942.82,13154.44
2023-01-09,9,342,769.29,263097.18,85860.72,12907.52,32628.53,40180.0,91520.42
2023-01-09,10,147,607.4,89287.8,39020.83,65964.26,5013.57,10659.48,-31370.34
2023-01-09,11,228,595.64,135805.92,57170.66,41838.48,5697.2,18424.23,12675.34
2023-01-09,12,359,829.61,297829.99,95637.25,46894.51,29181.17,54893.62,71223.45
2023-01-09,13,192,715.19,137316.48,61118.26,48476.62,5164.03,18986.39,3571.17
2023-01-09,14,283,563.9,159583.7,60719.34,48346.12,21097.03,25288.15,4133.05
2023-01-09,15,234,620.29,145147.86,61450.17,61372.84,8315.7,15873.96,-1864.82
2023-01-09,16,178,486.01,86509.78,37427.18,37251.6,12364.93,18044.19,-18578.13
2023-01-09,17,306,577.7,176776.2,74878.56,50010.88,17010.83,22859.68,12016.24
2023-01-09,18,219,513.55,112467.45,49703.78,22261.36,9060.63,15784.64,15657.04
2023-01-09,19,380,808.43,307203.4,98412.49,23310.19,22591.53,51029.25,111859.94
2023-01-09,20,184,707.03,130093.52,47206.91,61436.48,7077.03,14192.36,180.74
2023-01-10,1,297,587.73,174555.81,65179.5,15815.46,22959.53,35597.68,35003.64
2023-01-10,2,267,663.75,177221.25,64952.91,69552.48,11519.33,33284.23,-2087.71
2023-01-10,3,288,751.99,216573.12,82659.44,42016.71,14066.03,29024.0,48806.93
2023-01-10,4,189,525.55,99328.95,31618.78,71641.83,11128.27,14462.15,-29522.07
2023-01-10,5,205,634.01,129972.05,50633.46,8724.89,9963.87,22450.33,38199.51
2023-01-10,6,207,510.22,105615.54,40628.89,17264.14,4691.93,19140.8,23889.78
2023-01-10,7,390,620.47,241983.3,104162.76,17228.31,16639.7,28728.17,75224.37
2023-01-10,8,175,480.68,84119.0,36066.94,12084.54,9709.8,8738.03,17519.69
2023-01-10,9,405,608.86,246588.3,98427.85,10567.16,32628.53,25208.61,79756.14
2023-01-10,10,173,537.1,92918.3,32388.13,32277.97,5013.57,8970.41,14268.21
2023-01-10,11,227,606.26,137621.02,56679.19,32422.57,5697.2,23869.86,18952.2
2023-01-10,12,276,590.54,162989.04,61214.74,46198.72,29181.17,16479.95,9914.47
2023-01-10,13,186,688.08,127982.88,48405.39,35134.64,5164.03,25286.57,13992.25
2023-01-10,14,343,694.11,238079.73,85766.46,60644.18,21097.03,37356.45,33215.6
2023-01-10,15,276,497.64,137348.64,42869.06,46765.09,8315.7,14060.1,25338.7
2023-01-10,16,157,631.94,99214.58,37925.12,28590.13,12364.93,20281.53,52.86
2023-01-10,17,245,687.04,168324.8,65783.69,20303.21,17010.83,30476.63,34750.44
2023-01-10,18,245,636.22,155873.9,64741.35,34477.97,9060.63,18469.86,29124.08
2023-01-10,19,316,623.98,197177.68,69177.77,23306.47,22591.53,29274.03,52827.88
2023-01-10,20,176,582.42,102505.92,40978.4,42547.45,7077.03,13053.05,-1150.01
2023-01-11,1,237,578.8,137175.6,58267.5,10042.55,22959.53,14442.81,31463.2
2023-01-11,2,271,787.3,213358.3,81813.44,51530.02,11519.33,33364.72,35130.79
2023-01-11,3,257,594.22,152714.54,53914.3,32849.99,14066.03,27352.24,24531.99
2023-01-11,4,165,653.05,107753.25,47978.19,58022.56,11128.27,14422.05,-23797.81
2023-01-11,5,205,531.06,108867.3,43384.76,12444.49,9963.87,12579.31,30494.87
2023-01-11,6,221,568.21,125574.41,52036.89,33945.3,4691.93,21569.43,13330.86
2023-01-11,7,288,832.87,239866.56,101406.95,23498.61,16639.7,40680.54,57640.76
2023-01-11,8,149,702.98,104744.02,44455.36,14560.2,9709.8,11615.67,24402.99
2023-01-11,9,430,646.52,278003.6,97571.95,10134.33,32628.53,52098.53,85570.26
2023-01-11,10,158,576.19,91038.02,29248.8,55836.16,5013.57,9450.42,-8510.93
2023-01-11,11,299,531.63,158957.37,57697.53,27707.88,5697.2,23533.34,44321.42
2023-01-11,12,342,777.51,265908.42,102411.71,17803.58,29181.17,28961.33,87550.63
2023-01-11,13,214,628.28,134451.92,53928.03,27975.96,5164.03,23713.72,23670.18
2023-01-11,14,299,683.77,204447.23,69711.4,64304.48,21097.03,23457.74,25876.58
2023-01-11,15,279,547.98,152886.42,61425.63,41411.84,8315.7,23729.45,18003.8
2023-01-11,16,152,574.86,87378.72,34068.85,16948.53,12364.93,9332.4,14664.0
2023-01-11,17,275,598.43,164568.25,55678.03,28697.82,17010.83,17301.58,45879.99
2023-01-11,18,253,522.17,132109.01,47167.03,33974.36,9060.63,19893.91,22013.08
2023-01-11,19,443,785.74,348082.82,108188.08,33785.29,22591.53,34900.65,148617.27
2023-01-11,20,115,686.91,78994.65,30520.68,52767.85,7077.03,13448.58,-24819.49
2023-01-12,1,293,592.25,173529.25,52601.66,14287.42,22959.53,31225.51,52455.13
2023-01-12,2,214,792.97,169695.58,74320.8,26862.43,11519.33,31210.96,25782.05
2023-01-12,3,234,724.88,169621.92,64217.91,24942.49,14066.03,22894.8,43500.69
2023-01-12,4,192,559.94,107508.48,34963.9,53076.58,11128.27,11036.85,-2697.12
2023-01-12,5,192,697.42,133904.64,47188.84,21668.62,9963.87,23297.35,31785.97
2023-01-12,6,205,536.7,110023.5,35423.9,21509.97,4691.93,18585.3,29812.4
2023-01-12,7,307,743.54,228266.78,74545.52,27002.66,16639.7,34609.77,75469.13
2023-01-12,8,136,662.37,90082.32,33090.46,27803.78,9709.8,13300.43,6177.85
2023-01-12,9,368,734.87,270432.16,116187.67,23798.78,32628.53,30090.35,67726.83
2023-01-12,10,134,586.13,78541.42,27130.02,37433.25,5013.57,7097.45,1867.14
2023-01-12,11,297,554.5,164686.5,60569.57,17815.0,5697.2,30200.83,50403.9
2023-01-12,12,326,801.99,261448.74,111976.93,35295.28,29181.17,39616.08,45379.29
2023-01-12,13,199,613.04,121994.96,51088.16,51991.26,5164.03,17465.05,-3713.53
2023-01-12,14,352,742.51,261363.52,91014.36,49454.28,21097.03,30836.82,68961.03
2023-01-12,15,239,504.84,120656.76,52469.89,35111.26,8315.7,20108.56,4651.35
2023-01-12,16,167,521.41,87075.47,29358.5,32717.8,12364.93,10231.91,2402.32
2023-01-12,17,239,604.45,144463.55,51418.59,27039.43,17010.83,21718.46,27276.24
2023-01-12,18,256,623.49,159613.44,66779.72,32320.96,9060.63,16764.35,34687.78
2023-01-12,19,403,749.95,302229.85,103550.61,30242.5,22591.53,50377.56,95467.65
2023-01-12,20,234,689.59,161364.06,56478.12,53247.3,7077.03,19538.13,25023.49
2023-01-13,1,279,830.96,231837.84,93841.46,15519.23,22959.53,36023.55,63494.06
2023-01-13,2,227,646.68,146796.36,52333.18,61687.27,11519.33,26820.36,-5563.78
2023-01-13,3,249,792.11,197235.39,81027.49,33438.82,14066.03,28683.62,40019.41
2023-01-13,4,173,581.62,100620.26,35647.16,44942.87,11128.27,10794.29,-1892.33
2023-01-13,5,237,707.44,167663.28,62528.45,12486.62,9963.87,19954.43,62729.91
2023-01-13,6,206,682.66,140627.96,44321.87,40438.87,4691.93,27286.86,23888.43
2023-01-13,7,343,570.57,195705.51,68597.65,26858.77,16639.7,21273.97,62335.42
2023-01-13,8,166,518.94,86144.04,36585.53,24717.14,9709.8,16122.74,-991.17
2023-01-13,9,334,682.55,227971.7,82441.13,24879.98,32628.53,28021.85,60000.2
2023-01-13,10,129,548.38,70741.02,29165.14,46378.3,5013.57,9468.95,-19284.94
2023-01-13,11,271,674.07,182672.97,67653.36,44923.12,5697.2,26896.17,37503.12
2023-01-13,12,302,835.64,252363.28,93185.65,24298.47,29181.17,35436.36,70261.65
2023-01-13,13,188,711.9,133837.2,56550.73,48348.48,5164.03,14748.88,9025.08
2023-01-13,14,312,739.53,230733.36,99473.2,53649.75,21097.03,24576.43,31936.95
2023-01-13,15,253,684.28,173122.84,59339.49,53577.14,8315.7,21203.97,30686.54
2023-01-13,16,177,515.36,91218.72,33351.47,51368.49,12364.93,11097.04,-16963.2
2023-01-13,17,275,657.88,180917.0,54998.86,18619.42,17010.83,26266.3,64021.59
2023-01-13,18,207,718.69,148768.83,52996.95,14160.17,9060.63,29480.06,43071.02
2023-01-13,19,400,741.99,296796.0,124270.59,15198.39,22591.53,37216.51,97518.98
2023-01-13,20,180,647.06,116470.8,37366.03,59550.86,7077.03,17623.36,-5146.49
2023-01-14,1,148,631.66,93485.68,39754.27,18394.74,22959.53,16690.53,-4313.4
2023-01-14,2,303,591.13,179112.39,61474.1,37406.98,11519.33,19337.09,49374.88
2023-01-14,3,299,782.29,233904.71,86209.57,16585.16,14066.03,42757.4,74286.54
2023-01-14,4,186,483.94,90012.84,33962.42,38306.6,11128.27,10341.74,-3726.19
2023-01-14,5,249,627.55,156259.95,52516.57,15970.41,9963.87,25103.14,52705.97
2023-01-14,6,264,713.92,188474.88,58455.84,32359.96,4691.93,26747.82,66219.32
2023-01-14,7,406,715.16,290354.96,104112.01,20342.97,16639.7,46281.5,102978.78
2023-01-14,8,162,540.88,87622.56,26500.25,25068.49,9709.8,11830.9,14513.12
2023-01-14,9,409,735.91,300987.19,125127.96,26174.11,32628.53,39722.55,77334.03
2023-01-14,10,187,611.04,114264.48,48222.62,32321.24,5013.57,19752.39,8954.66
2023-01-14,11,323,646.89,208945.47,82483.39,44100.5,5697.2,21083.3,55581.08
2023-01-14,12,443,688.15,304850.45,104873.55,16445.61,29181.17,38007.46,116342.67
2023-01-14,13,182,704.01,128129.82,48344.35,55581.22,5164.03,18973.93,66.29
2023-01-14,14,421,770.92,324557.32,106670.8,43145.79,21097.03,57595.47,96048.22
2023-01-14,15,314,559.66,175733.24,56001.13,36192.84,8315.7,32600.57,42622.99
2023-01-14,16,209,694.71,145194.39,51979.11,52369.86,12364.93,21568.35,6912.12
2023-01-14,17,378,818.81,309510.18,116961.23,46042.1,17010.83,53709.35,75786.68
2023-01-14,18,272,624.59,169888.48,71922.49,29333.92,9060.63,22033.98,37537.46
2023-01-14,19,435,745.06,324101.1,112130.68,27133.96,22591.53,45788.02,116456.91
2023-01-14,20,223,564.37,125854.51,38555.94,67995.24,7077.03,16601.58,-4375.29
2023-01-15,1,349,636.88,222271.12,99356.1,25711.58,22959.53,25970.46,48273.45
2023-01-15,2,353,661.73,233590.69,98146.49,56130.83,11519.33,45289.32,22504.72
2023-01-15,3,362,730.12,264303.44,110266.55,14354.1,14066.03,27799.27,97817.49
2023-01-15,4,177,567.92,100521.84,35929.34,56198.46,11128.27,15126.62,-17860.84
2023-01-15,5,198,707.72,140128.56,49858.02,22323.22,9963.87,21703.63,36279.83
2023-01-15,6,249,575.53,143306.97,56955.08,23237.18,4691.93,17632.93,40789.84
2023-01-15,7,422,699.73,295286.06,105726.61,22356.8,16639.7,37039.41,113523.54
2023-01-15,8,187,587.11,109789.57,49345.45,14925.8,9709.8,18829.8,16978.72
2023-01-15,9,458,594.34,272207.72,116484.2,19944.94,32628.53,52454.37,50695.67
2023-01-15,10,145,501.07,72655.15,29228.4,66736.76,5013.57,10731.24,-39054.81
2023-01-15,11,308,495.59,152641.72,58206.21,46881.39,5697.2,27844.22,14012.7
2023-01-15,12,448,819.65,367203.2,145285.78,41191.98,29181.17,57672.69,93871.58
2023-01-15,13,246,528.24,129947.04,41691.11,47929.36,5164.03,13584.48,21578.06
2023-01-15,14,379,663.3,251390.7,105722.17,53495.9,21097.03,39673.04,31402.56
2023-01-15,15,328,554.23,181787.44,81793.31,51630.27,8315.7,26879.15,13169.02
2023-01-15,16,208,677.6,140940.8,43841.41,52320.59,12364.93,22669.59,9744.27
2023-01-15,17,355,750.43,266402.65,93687.74,48858.54,17010.83,47760.34,59085.2
2023-01-15,18,291,523.67,152387.97,67803.46,26023.47,9060.63,28606.94,20893.47
2023-01-15,19,445,594.77,264672.65,85476.65,15892.87,22591.53,34028.45,106683.16
2023-01-15,20,205,563.05,115425.25,50918.19,69272.86,7077.03,21684.04,-33526.87
2023-01-16,1,304,737.82,224297.28,85822.02,10628.12,22959.53,28299.84,76587.77
2023-01-16,2,294,700.72,206011.68,67014.65,69109.55,11519.33,25133.39,33234.76
2023-01-16,3,281,761.78,214060.18,83648.48,38047.55,14066.03,35347.63,42950.49
2023-01-16,4,171,486.81,83244.51,25541.02,60279.96,11128.27,11881.1,-25585.83
2023-01-16,5,166,664.07,110235.62,39959.09,20048.17,9963.87,18009.76,22254.73
2023-01-16,6,220,549.52,120894.4,53616.37,30937.18,4691.93,21762.08,9886.84
2023-01-16,7,350,643.28,225148.0,70008.86,11318.09,16639.7,31286.94,95894.41
2023-01-16,8,179,528.97,94685.63,37021.99,15470.41,9709.8,16399.65,16083.78
