date,restaurant_id,customers,avg_order_value,revenue,food_cost,staff_cost,rent,operating_expenses,net_profit,restaurant_name,location_tier,staff_count,base_rent,efficiency_score,base_rating,day_of_week,month,is_weekend,total_cost,profit_margin,cost_ratio,aov,beverage_ratio,beverage_revenue_adj,food_revenue_adj
2023-01-02,13,218,641.21,139783.78,48225.34,29672.82,5164.03,25844.46,30877.12,Java House Highway 13,Highway,21,154921,0.8350875871888467,4.3,0,1,False,108906.65,22.089200907286955,77.9107919388072,641.21,0.45,64092.08745683366,75691.69254316634
2023-01-02,14,329,688.32,226457.28,101853.28,77125.79,21097.03,25308.3,1072.87,Java House CBD 14,CBD,29,632911,0.5855693240990485,4.4,0,1,False,225384.4,0.47376264521061096,99.52623293894548,688.32,0.55,120827.8516386909,105629.4283613091
2023-01-02,15,261,543.65,141892.65,62431.19,58758.02,8315.7,26020.34,-13632.61,Java House Suburb 15,Suburb,24,249471,0.634973913392139,4.8,0,1,False,155525.25,-9.607692857945779,109.6076858103644,543.65,0.4,55124.92437520811,86767.72562479188
2023-01-02,16,178,517.86,92179.08,39181.8,42463.13,12364.93,16394.33,-18225.12,Java House Suburb 16,Suburb,20,370948,0.8841567887961861,3.1,0,1,False,110404.18999999999,-19.77142752997752,119.77141668152902,517.86,0.4,38108.276936698676,54070.803063301326
2023-01-02,17,281,743.11,208813.91,62889.21,46627.15,17010.83,28697.48,53589.24,Java House CBD 17,CBD,20,510325,0.6338704379878514,3.4,0,1,False,155224.67,25.66363514767766,74.33636485232235,743.11,0.55,112422.7037089656,96391.20629103441
2023-01-02,18,162,705.34,114265.08,36581.24,16719.24,9060.63,13471.46,38432.51,Java House Highway 18,Highway,16,271819,0.7496156297461387,4.7,0,1,False,75832.56999999999,33.634518962398666,66.36548103760133,705.34,0.45,51414.893990219294,62850.18600978071
2023-01-02,19,384,636.26,244323.84,95463.3,30085.38,22591.53,29107.74,67075.88,Java House Airport 19,Airport,14,677746,0.5698151597627532,4.4,0,1,False,177247.95,27.453677872777376,72.54631803429416,636.26,0.58,137305.48199234492,107018.35800765507
2023-01-02,20,180,543.36,97804.8,36508.55,69807.27,7077.03,16068.21,-31656.27,Java House Highway 20,Highway,28,212311,0.9489114418012384,3.8,0,1,False,129461.06,-32.36678567923047,132.36677545478338,543.36,0.45,45957.609378308174,51847.19062169183
2023-01-03,1,276,678.6,187293.6,63961.15,8398.34,22959.53,33529.04,58445.54,Java House CBD 1,CBD,10,688786,0.6375146591845596,3.4,1,1,False,128848.06,31.205305466924653,68.79469453307534,678.6,0.55,100904.70155714493,86388.89844285508
2023-01-03,2,310,633.35,196338.5,80731.37,49808.18,11519.33,27512.72,26766.89,Java House CBD 2,CBD,27,345580,0.7952462562245198,3.1,1,1,False,169571.59999999998,13.63303172836708,86.36696317838833,633.35,0.55,108874.53320777381,87463.96679222619
2023-01-03,3,129,807.27,104137.83,45361.32,29337.32,14066.03,18603.32,-3230.16,Java House CBD 3,CBD,16,421981,0.7526776440516811,3.1,1,1,False,107367.98999999999,-3.101812280897345,103.10181228089735,807.27,0.55,57303.690904105446,46834.139095894556
2023-01-03,4,202,515.54,104139.08,33232.53,41954.21,11128.27,20104.57,-2280.5,Java House Suburb 4,Suburb,30,333848,0.7724707403016083,3.4,1,1,False,106419.57999999999,-2.1898599449889513,102.18985994498895,515.54,0.4,41889.640222192844,62249.43977780716
2023-01-03,5,192,686.57,131821.44,57321.06,12184.74,9963.87,16984.75,35367.03,Java House Highway 5,Highway,10,298916,0.902909625916404,4.3,1,1,False,96454.42,26.82949753848843,73.17051004753095,686.57,0.45,61335.32470781617,70486.11529218382
2023-01-03,6,209,667.23,139451.07,60329.35,28410.45,4691.93,23568.94,22450.39,Java House Highway 6,Highway,18,140758,0.6076568810537943,4.5,1,1,False,117000.67000000001,16.099116342384466,83.90087648664152,667.23,0.45,60767.991475581446,78683.07852441855
2023-01-03,7,317,820.37,260057.29,111744.24,31476.53,16639.7,46762.78,53434.04,Java House CBD 7,CBD,12,499191,0.548358188416732,4.6,1,1,False,206623.25000000003,20.547026387916294,79.45297361208371,820.37,0.55,137787.66719289648,122269.62280710353
2023-01-03,8,138,485.95,67061.1,27527.55,15865.74,9709.8,11484.75,2473.26,Java House Highway 8,Highway,11,291294,0.7297124398359213,3.2,1,1,False,64587.84,3.688069536586784,96.3119304634132,485.95000000000005,0.45,30041.444389908072,37019.65561009193
2023-01-03,9,383,801.94,307143.02,129495.31,15869.73,32628.53,55159.02,73990.44,Java House Airport 9,Airport,12,978856,0.6465891407035464,4.2,1,1,False,233152.59,24.089897924426214,75.910105331386,801.94,0.58,174966.75923748923,132176.2607625108
2023-01-03,10,142,689.32,97883.44,41971.34,34751.6,5013.57,17546.79,-1399.85,Java House Highway 10,Highway,28,150407,0.8522859181074618,3.1,1,1,False,99283.30000000002,-1.4301193337708604,101.43012955000357,689.32,0.45,45048.75775279167,52834.68224720833
2023-01-03,11,213,553.25,117842.25,49411.47,23761.24,5697.2,11642.45,27329.89,Java House Suburb 11,Suburb,19,170916,0.9276588605075736,4.6,1,1,False,90512.36,23.191928192138217,76.80807180786178,553.25,0.4,49230.471985464865,68611.77801453514
2023-01-03,12,339,651.91,220997.49,94952.22,46907.34,29181.17,27466.06,22490.7,Java House Airport 12,Airport,18,875435,0.8178422221322001,3.7,1,1,False,198506.78999999998,10.17690291414622,89.82309708585377,651.91,0.58,129677.84028072386,91319.64971927613
2023-01-03,13,198,575.92,114032.16,50992.04,38144.31,5164.03,22517.59,-2785.81,Java House Highway 13,Highway,21,154921,0.8350875871888467,4.3,1,1,False,116817.97,-2.4430037982267456,102.44300379822675,575.9200000000001,0.45,52284.74413563326,61747.41586436675
2023-01-03,14,394,831.71,327693.74,107085.46,75341.41,21097.03,41643.12,82526.73,Java House CBD 14,CBD,29,632911,0.5855693240990485,4.4,1,1,False,245167.02,25.18410330328556,74.8158997483443,831.7099999999999,0.55,174843.26668432893,152850.47331567106
2023-01-03,15,259,584.3,151333.7,61938.12,33801.8,8315.7,24232.91,23045.17,Java House Suburb 15,Suburb,24,249471,0.634973913392139,4.8,1,1,False,128288.53000000001,15.228049006929718,84.77195099307029,584.3000000000001,0.4,58792.7476717112,92540.95232828881
2023-01-03,16,139,572.45,79570.55,30753.08,26006.49,12364.93,13570.38,-3124.34,Java House Suburb 16,Suburb,20,370948,0.8841567887961861,3.1,1,1,False,82694.88,-3.926502958695145,103.92649039123143,572.45,0.4,32895.71294707464,46674.837052925366
2023-01-03,17,221,710.77,157080.17,64075.28,43871.5,17010.83,28705.5,3417.05,Java House CBD 17,CBD,20,510325,0.6338704379878514,3.4,1,1,False,153663.11,2.175354151959474,97.82463948186457,710.7700000000001,0.55,84569.92836571063,72510.24163428938
2023-01-03,18,215,496.79,106809.85,42685.02,23019.2,9060.63,14335.46,17709.53,Java House Highway 18,Highway,16,271819,0.7496156297461387,4.7,1,1,False,89100.31,16.58042774144894,83.41956289611866,496.79,0.45,48060.327047084065,58749.52295291594
2023-01-03,19,380,761.53,289381.4,99850.57,19604.97,22591.53,39587.59,107746.73,Java House Airport 19,Airport,14,677746,0.5698151597627532,4.4,1,1,False,181634.66,37.23346766585551,62.766528878497375,761.5300000000001,0.58,162626.99786733693,126754.40213266309
2023-01-03,20,199,550.96,109641.04,34985.71,44916.25,7077.03,22026.28,635.77,Java House Highway 20,Highway,28,212311,0.9489114418012384,3.8,1,1,False,109005.26999999999,0.5798649848633322,99.42013501513667,550.9599999999999,0.45,51519.35373469872,58121.68626530127
2023-01-04,1,305,812.79,247900.95,97258.29,13850.75,22959.53,37464.12,76368.25,Java House CBD 1,CBD,10,688786,0.6375146591845596,3.4,2,1,False,171532.69,30.805952942092397,69.19404302403844,812.7900000000001,0.55,133557.0002150779,114343.94978492212
2023-01-04,2,181,680.37,123146.97,47657.6,54907.93,11519.33,16639.03,-7576.92,Java House CBD 2,CBD,27,345580,0.7952462562245198,3.1,2,1,False,130723.89,-6.1527457801032375,106.15274578010323,680.37,0.55,68288.02743578934,54858.942564210665
2023-01-04,3,285,619.84,176654.4,65534.88,39767.97,14066.03,33918.02,23367.49,Java House CBD 3,CBD,16,421981,0.7526776440516811,3.1,2,1,False,153286.9,13.227799590613085,86.7721947486165,619.84,0.55,97207.22176033632,79447.17823966367
2023-01-04,4,167,500.35,83558.45,31528.09,59811.75,11128.27,10590.33,-29499.98,Java House Suburb 4,Suburb,30,333848,0.7724707403016083,3.4,2,1,False,113058.44,-35.304604142369804,135.30461611004034,500.34999999999997,0.4,33611.1420229955,49947.3079770045
2023-01-04,5,205,660.27,135355.35,54266.58,12451.75,9963.87,15727.39,42945.77,Java House Highway 5,Highway,10,298916,0.902909625916404,4.3,2,1,False,92409.59,31.72816589813406,68.27184148982658,660.27,0.45,62979.6210934284,72375.7289065716
2023-01-04,6,175,538.76,94283.0,35004.49,43041.34,4691.93,10183.51,1361.72,Java House Highway 6,Highway,18,140758,0.6076568810537943,4.5,2,1,False,92921.26999999997,1.44429006289575,98.55569933073828,538.76,0.45,41085.296371639495,53197.703628360505
2023-01-04,7,304,736.33,223844.32,73681.78,25319.79,16639.7,33924.38,74278.67,Java House CBD 7,CBD,12,499191,0.548358188416732,4.6,2,1,False,149565.65,33.1831828477935,66.8168171522065,736.33,0.55,118600.73858025753,105243.58141974248
2023-01-04,8,131,637.45,83505.95,25121.24,24311.12,9709.8,16330.87,8032.92,Java House Highway 8,Highway,11,291294,0.7297124398359213,3.2,2,1,False,75473.03,9.619578006118127,90.38042199388188,637.4499999999999,0.45,37408.26430153164,46097.685698468355
2023-01-04,9,343,679.04,232910.72,76018.1,31075.25,32628.53,35032.8,58156.03,Java House Airport 9,Airport,12,978856,0.6465891407035464,4.2,2,1,False,174754.68,24.96923713944983,75.03075856705951,679.04,0.58,132679.66783054444,100231.05216945556
2023-01-04,10,153,539.81,82590.93,35287.01,46765.04,5013.57,13647.2,-18121.89,Java House Highway 10,Highway,28,150407,0.8522859181074618,3.1,2,1,False,100712.81999999999,-21.941743482002202,121.9417434820022,539.81,0.45,38010.70741023991,44580.22258976008
2023-01-04,11,254,717.09,182140.86,70910.69,48926.38,5697.2,35757.74,20848.86,Java House Suburb 11,Suburb,19,170916,0.9276588605075736,4.6,2,1,False,161292.01,11.446558449323234,88.55344704093305,717.0899999999999,0.4,76092.23776394695,106048.62223605304
2023-01-04,12,294,761.4,223851.6,84104.79,42408.78,29181.17,34834.0,33322.87,Java House Airport 12,Airport,18,875435,0.8178422221322001,3.7,2,1,False,190528.74,14.886143319949468,85.1138611472958,761.4,0.58,131352.58699718484,92499.01300281516
2023-01-04,13,206,658.48,135646.88,50352.28,27478.87,5164.03,17700.24,34951.45,Java House Highway 13,Highway,21,154921,0.8350875871888467,4.3,2,1,False,100695.42,25.766497541263018,74.2334950866544,658.48,0.45,62195.282572889504,73451.59742711051
2023-01-04,14,290,774.43,224584.7,84936.8,57488.79,21097.03,27305.05,33757.02,Java House CBD 14,CBD,29,632911,0.5855693240990485,4.4,2,1,False,190827.66999999998,15.030863634076585,84.96913191326033,774.4300000000001,0.55,119828.72359819878,104755.97640180124
2023-01-04,15,265,548.57,145371.05,49536.24,34067.22,8315.7,22686.34,30765.55,Java House Suburb 15,Suburb,24,249471,0.634973913392139,4.8,2,1,False,114605.49999999999,21.163464114760128,78.83653588523987,548.5699999999999,0.4,56476.273701242426,88894.77629875756
2023-01-04,16,177,535.5,94783.5,38301.3,42568.7,12364.93,10433.58,-8885.02,Java House Suburb 16,Suburb,20,370948,0.8841567887961861,3.1,2,1,False,103668.51,-9.374015519578832,109.37400496921931,535.5,0.4,39184.98499908633,55598.51500091367
2023-01-04,17,263,711.93,187237.59,67848.56,24250.59,17010.83,26822.68,51304.92,Java House CBD 17,CBD,20,510325,0.6338704379878514,3.4,2,1,False,135932.66,27.40097220862541,72.59902245056668,711.93,0.55,100806.29256810898,86431.29743189101
2023-01-04,18,226,620.18,140160.68,56670.95,38464.14,9060.63,24032.34,11932.61,Java House Highway 18,Highway,16,271819,0.7496156297461387,4.7,2,1,False,128228.06,8.513521766589603,91.48647109874182,620.18,0.45,63066.9186403847,77093.7613596153
2023-01-04,19,452,561.65,253865.8,89554.67,31005.86,22591.53,47526.54,63187.2,Java House Airport 19,Airport,14,677746,0.5698151597627532,4.4,2,1,False,190678.6,24.890000937503203,75.1099990624968,561.65,0.58,142667.8871385299,111197.91286147007
2023-01-04,20,157,580.57,91149.49,37565.2,51368.13,7077.03,15270.12,-20130.99,Java House Highway 20,Highway,28,212311,0.9489114418012384,3.8,2,1,False,111280.47999999998,-22.08568583323944,122.08568583323942,580.57,0.45,42830.338147534756,48319.15185246525
2023-01-05,1,255,621.44,158467.2,57900.02,8865.46,22959.53,21960.36,46781.84,Java House CBD 1,CBD,10,688786,0.6375146591845596,3.4,3,1,False,111685.37,29.521465640839235,70.4785406696149,621.44,0.55,85374.43629999316,73092.76370000685
2023-01-05,2,302,673.21,203309.42,66026.1,45635.81,11519.33,22105.05,58023.12,Java House CBD 2,CBD,27,345580,0.7952462562245198,3.1,3,1,False,145286.29,28.539317066567794,71.46067801482096,673.21,0.55,112740.08001101788,90569.33998898213
2023-01-05,3,296,567.55,167994.8,60327.44,29888.83,14066.03,17667.56,46044.93,Java House CBD 3,CBD,16,421981,0.7526776440516811,3.1,3,1,False,121949.86,27.408544788291067,72.59144925914373,567.55,0.55,92442.12302769333,75552.67697230665
2023-01-05,4,200,512.57,102514.0,37853.78,27765.65,11128.27,16034.54,9731.76,Java House Suburb 4,Suburb,30,333848,0.7724707403016083,3.4,3,1,False,92782.23999999999,9.49310338100162,90.50689661899837,512.57,0.4,41235.95654712791,61278.04345287209
2023-01-05,5,198,558.44,110571.12,45796.84,15283.98,9963.87,18618.43,20908.0,Java House Highway 5,Highway,10,298916,0.902909625916404,4.3,3,1,False,89663.12,18.909096697220757,81.09090330277924,558.4399999999999,0.45,51447.742859635786,59123.37714036421
2023-01-05,6,188,540.55,101623.4,31735.56,15639.65,4691.93,14828.29,34727.97,Java House Highway 6,Highway,18,140758,0.6076568810537943,4.5,3,1,False,66895.43,34.173202234918335,65.82679776508165,540.55,0.45,44283.99082860821,57339.40917139178
2023-01-05,7,338,657.99,222400.62,88409.05,27187.13,16639.7,37076.28,53088.46,Java House CBD 7,CBD,12,499191,0.548358188416732,4.6,3,1,False,169312.16,23.870643885794923,76.12935611420508,657.99,0.55,117835.8146085958,104564.8053914042
2023-01-05,8,148,707.91,104770.68,34564.28,9577.66,9709.8,12900.77,38018.17,Java House Highway 8,Highway,11,291294,0.7297124398359213,3.2,3,1,False,66752.51000000001,36.28703182989745,63.71296817010257,707.91,0.45,46934.25185260685,57836.42814739314
2023-01-05,9,373,747.45,278798.85,107224.77,14795.22,32628.53,48834.42,75315.91,Java House Airport 9,Airport,12,978856,0.6465891407035464,4.2,3,1,False,203482.94,27.014426350754317,72.9855736492457,747.4499999999999,0.58,158820.2501350637,119978.59986493629
2023-01-05,10,138,520.27,71797.26,28078.98,61726.85,5013.57,10722.21,-33744.35,Java House Highway 10,Highway,28,150407,0.8522859181074618,3.1,3,1,False,105541.60999999999,-46.9994955239239,146.99949552392388,520.27,0.45,33043.151865670014,38754.10813432998
2023-01-05,11,264,711.53,187843.92,59399.03,16727.8,5697.2,23787.16,82232.73,Java House Suburb 11,Suburb,19,170916,0.9276588605075736,4.6,3,1,False,105611.19,43.77715818537006,56.22284181462993,711.5300000000001,0.4,78474.78167804758,109369.13832195243
2023-01-05,12,313,828.29,259254.77,93201.61,38595.49,29181.17,28378.19,69898.31,Java House Airport 12,Airport,18,875435,0.8178422221322001,3.7,3,1,False,189356.46000000002,26.961243567476117,73.0387564325239,828.29,0.58,152126.60856951724,107128.16143048275
2023-01-05,13,197,630.54,124216.38,39163.59,47240.51,5164.03,23697.67,8950.57,Java House Highway 13,Highway,21,154921,0.8350875871888467,4.3,3,1,False,115265.8,7.205627792405478,92.79436415712647,630.5400000000001,0.45,56954.2982063533,67262.0817936467
2023-01-05,14,347,593.9,206083.3,92238.07,65776.78,21097.03,27690.79,-719.38,Java House CBD 14,CBD,29,632911,0.5855693240990485,4.4,3,1,False,206802.67,-0.3490724381839771,100.34906758577722,593.9,0.55,109957.17336891014,96126.12663108985
2023-01-05,15,231,568.94,131425.14,49401.94,35014.17,8315.7,22793.23,15900.1,Java House Suburb 15,Suburb,24,249471,0.634973913392139,4.8,3,1,False,115525.04,12.09821804260585,87.90178195739414,568.94,0.4,51058.32404639098,80366.81595360904
2023-01-05,16,164,505.33,82874.12,36805.9,39971.45,12364.93,16011.65,-22279.82,Java House Suburb 16,Suburb,20,370948,0.8841567887961861,3.1,3,1,False,105153.93,-26.88392950658179,126.88391744008865,505.33,0.4,34261.46058135098,48612.65941864902
2023-01-05,17,288,681.94,196398.72,80537.08,52067.37,17010.83,23698.52,23084.91,Java House CBD 17,CBD,20,510325,0.6338704379878514,3.4,3,1,False,173313.80000000002,11.754104100067455,88.24589080824967,681.94,0.55,105738.52626666536,90660.19373333464
2023-01-05,18,223,609.16,135842.68,50604.74,26110.19,9060.63,23900.04,26167.08,Java House Highway 18,Highway,16,271819,0.7496156297461387,4.7,3,1,False,109675.6,19.26278250694112,80.73721749305889,609.16,0.45,61123.98461146032,74718.69538853967
2023-01-05,19,347,798.48,277072.56,117647.68,13891.01,22591.53,52288.56,70653.77,Java House Airport 19,Airport,14,677746,0.5698151597627532,4.4,3,1,False,206418.78,25.500096436832287,74.49989995400483,798.48,0.58,155709.6573042275,121362.9026957725
2023-01-05,20,180,591.53,106475.4,41690.42,42788.12,7077.03,9810.15,5109.68,Java House Highway 20,Highway,28,212311,0.9489114418012384,3.8,3,1,False,101365.72,4.7989300815023945,95.20106991849761,591.53,0.45,50031.84753303636,56443.552466963636
2023-01-06,1,292,610.92,178388.64,59192.56,22960.26,22959.53,24470.91,48805.38,Java House CBD 1,CBD,10,688786,0.6375146591845596,3.4,4,1,False,129583.26,27.359017928495895,72.6409820715041,610.9200000000001,0.55,96107.14130319972,82281.49869680029
2023-01-06,2,300,756.33,226899.0,77472.46,23002.48,11519.33,45255.15,69649.58,Java House CBD 2,CBD,27,345580,0.7952462562245198,3.1,4,1,False,157249.42,30.696292182865502,69.3037078171345,756.33,0.55,125821.08302910876,101077.91697089124
2023-01-06,3,232,761.62,176695.84,65958.2,35572.83,14066.03,28934.54,32164.24,Java House CBD 3,CBD,16,421981,0.7526776440516811,3.1,4,1,False,144531.6,18.20316765805013,81.79683234194988,761.62,0.55,97230.02485649328,79465.81514350671
2023-01-06,4,195,597.8,116571.0,48836.25,30117.93,11128.27,14754.06,11734.5,Java House Suburb 4,Suburb,30,333848,0.7724707403016083,3.4,4,1,False,104836.51,10.06639730293126,89.93361127553165,597.8,0.4,46890.343666769884,69680.65633323012
2023-01-06,5,213,553.49,117893.37,45652.24,17009.78,9963.87,21901.29,23366.2,Java House Highway 5,Highway,10,298916,0.902909625916404,4.3,4,1,False,94527.18,19.819774428366923,80.18023405387427,553.49,0.45,54854.71961047242,63038.650389527575
